Movie Name,Genre,Year,Directed By,Cast,Poster,Thumbnail,Video Link 1,Video Link 2
The Great Rupert (1950),"Christmas, Comedy",1950,Irving Pichel,"Jimmy Durante as Mr. Louie Amendola, Terry Moore as Rosalinda Amendola, Tom Drake as Peter 'Pete' Dingle, Frank Orth as Mr. Frank Dingle, Sara Haden as Mrs.Katie Dingle, Queenie Smith as Mrs. Amendola, Chick Chandler as Phil Davis, Jimmy Conlin as Joe Mahoney, Rupert as Himself the Squirrel, Hugh Sanders as Mulligan, Don Beddoe as Mr. Haggerty, Candy Candido as Molineri - Florist, Clancy Cooper as Police Lt. Saunders, Harold Goodwin as Callahan - F.B.I. Man, Frank Cady as Mr. Taney - Tax Investigator",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/12/The-Great-Rupert-1950.jpg,https://www.archive.org/download/GreatRupert/GreatRupert.gif,https://www.archive.org/download/GreatRupert/GreatRupert.ogv,https://www.archive.org/download/GreatRupert/GreatRupert_512kb.mp4
Son of the Navy (1940),"Christmas, Comedy, Drama",1940,William Nigh,"Jean Parker - Steve Moore, James Dunn - Chief Gunners Mate Mike Malone, Martin Spellman - Tommy, Selmer Jackson - Capt. Parker, William Royle - Capt. Moore, Sarah Padden - Mrs. Baker, Landlady, Craig Reynolds - Brad Wheeler, Dave O'Brien - Nelson, Gene Morgan - Burns, Charles King - Duke Johnson",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/12/son-of-the-navy-1940.jpg,https://www.archive.org/download/son_of_the_navy/son_of_the_navy.gif,https://www.archive.org/download/son_of_the_navy/son_of_the_navy.ogv,https://www.archive.org/download/son_of_the_navy/son_of_the_navy_512kb.mp4
Scrooge (1935),"Christmas, Drama",1935,Henry Edwards,"Sir Seymour Hicks - Ebenezer Scrooge, Donald Calthrop - Bob Cratchit, Robert Cochran - Fred, Mary Glynne - Belle, Garry Marsh - Belle's husband, Oscar Asche - Spirit of Christmas Present, Marie Ney - Spirit of Christmas Past, C.V. France - Spirit of Christmas Future, Athene Seyler - Scrooge's charwoman, Maurice Evans - Poor man, Mary Lawson - Poor man's wife, Barbara Everest - Mrs. Cratchit, Eve Gray - Fred's wife",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/10/scrooge-1935.jpg,https://www.archive.org/download/Scrooge_1935/Scrooge_1935.gif,https://www.archive.org/download/Scrooge_1935/Scrooge_1935.ogv,https://www.archive.org/download/Scrooge_1935/Scrooge_1935_512kb.mp4
Beyond Tomorrow (Beyond Christmas) (1940),"Christmas, Drama, Romance",1940,A. Edward Sutherland,"Harry Carey - George Melton, C. Aubrey Smith - Allan Chadwick, Charles Winninger - Michael O'Brien, Alex Melesh - Josef, the butler, Maria Ouspenskaya - Madame Tanya, Helen Vinson - Arlene Terry, Rod La Rocque - Phil Hubert, Richard Carlson - James Houston, Jean Parker - Jean Lawrence, J. Anthony Hughes - Police Officer Johnson, Robert Homans - Police Sergeant, Virginia McMullen - Radio Station Secretary, James Bush - Jace Taylor, William Bakewell - David Chadwick",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/12/beyond-tomorrow-1940.jpg,https://www.archive.org/download/Beyond_Tomorrow/Beyond_Tomorrow.gif,https://www.archive.org/download/Beyond_Tomorrow/Beyond_Tomorrow.ogv,https://www.archive.org/download/Beyond_Tomorrow/Beyond_Tomorrow_512kb.mp4
The Night Before Christmas (1908),Christmas,1908,Thomas Edison,,http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/11/night-before-christmas-1908.jpg,https://archive.org/download/TheNightBeforeChristmasSilentMovie/TheNightBeforeChristmas.gif,https://archive.org/download/TheNightBeforeChristmasSilentMovie/TheNightBeforeChristmas.ogv,https://archive.org/download/TheNightBeforeChristmasSilentMovie/TheNightBeforeChristmas_512kb.mp4
The Ruggles — Christmas Eve (1949),"Christmas, Comedy",1949,,"Charles Ruggles, Irene Tedrow",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/11/Ruggles-christmas-eve.jpg,https://archive.org/download/Ruggles/Ruggles.gif,https://archive.org/download/Ruggles/Ruggles.ogv,https://archive.org/download/Ruggles/Ruggles_512kb.mp4
Miracle on 34th Street (1955),"Christmas, Drama",1955,Robert Stevenson,"Thomas Mitchell - Kris Kringle, Teresa Wright - Doris Walker, MacDonald Carey - Fred Gailey, Sandy Descher - Susan Walker, Ray Collins - Judge Harper, Hans Conried - Mr Shellhammer, Dick Foran - Thomas Mara, Whit Bissell - Dr Pierce, Don Beddoe - R H Macy, Herbert Heyes - Mr Gimbel, Herb Vigran - Postal Clerk",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/11/miracle-on-34th-street-1955.jpg,https://archive.org/download/TheMiracleOn34thStreet/MiracleOn34thStreet.gif,https://archive.org/download/TheMiracleOn34thStreet/MiracleOn34thStreet.ogv,https://archive.org/download/TheMiracleOn34thStreet/MiracleOn34thStreet.mp4
The Christmas Carol (1949),Christmas,1949,Arthur Pierson,"Vincent Price - Narator, Taylor Holmes - Ebeneezer Scrooge, Patrick Whyte - Bob Cratchit, Nelson Leigh - Ghost of Christmas Past, George James - Ghost of Christmas Present, Joe Battista - Boy Scrooge, Earl Lee - Jacob Marley, Robert Clarke - Fred",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2010/12/the-christmas-carol-1949.jpg,https://www.archive.org/download/TheChristmasCarolastoldbyVincentPrice/TheChristmasCarolastoldbyVincentPrice.gif,https://www.archive.org/download/TheChristmasCarolastoldbyVincentPrice/TheChristmasCarolastoldbyVincentPrice.ogv,https://www.archive.org/download/TheChristmasCarolastoldbyVincentPrice/TheChristmasCarolastoldbyVincentPrice_512kb.mp4
Rebecca (1940),"Mystery, Thriller",1940,Alfred Hitchcock,"Joan Fontaine - second Mrs. de Winter, Laurence Olivier - Maxim de Winter, Judith Anderson - Mrs. Danvers, George Sanders - Jack Favell, Reginald Denny - Frank Crawley, Gladys Cooper - Beatrice Lacy, C. Aubrey Smith - Colonel Julyan, Nigel Bruce - Major Giles Lacy, Florence Bates - Mrs. Edythe Van Hopper, Edward Fielding - Frith",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/12/Rebecca_1940.jpg,https://archive.org/download/RebeccaClassic4050/Rebecca_1940.gif,https://archive.org/download/RebeccaClassic4050/Rebecca_1940.ogv,https://archive.org/download/RebeccaClassic4050/Rebecca_1940.mp4
12 Angry Men (1957),Drama,1957,Sidney Lumet,,http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/01/12_angry_men-1957.jpg,https://archive.org/download/12AngryMen1957/12 Angry Men (1957).gif,https://archive.org/download/12AngryMen1957/12 Angry Men (1957).ogv,https://archive.org/download/12AngryMen1957/12 Angry Men (1957).m4v
Indiscreet (1931),"Comedy, Drama, Romance",1931,Leo McCarey,,http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/05/Indiscreet-1931.jpg,https://archive.org/download/Indiscreet/Indiscreet.gif,https://archive.org/download/Indiscreet/Indiscreet.ogv,https://archive.org/download/Indiscreet/Indiscreet_512kb.mp4
Dracula (1931),Horror,1931,Tod Browning,"Bela Lugosi - Count Dracula, Dwight Frye - Renfield, Helen Chandler - Mina, David Manners - John Harker, Edward Van Sloan - Van Helsing, Herbert Bunston - Dr Seward, Frances Dade - Lucy",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/06/Dracula-1931.jpg,https://archive.org/download/Dracula1931_938/dracula-1931.gif,https://archive.org/download/Dracula1931_938/dracula-1931.ogv,https://archive.org/download/Dracula1931_938/dracula-1931.mp4
Great Expectations (1946),"Drama, Romance",1946,David Lean,"Anthony Wager - young Pip, John Mills - grown up Pip, Jean Simmons - young Estella, Valerie Hobson - grown up Estella, Martita Hunt - Miss Havisham, Finlay Currie - Abel Magwitch, Francis L. Sullivan - Mr. Jaggers, Bernard Miles - Joe Gargery, Alec Guinness - Herbert Pocket as an adult, John Forrest - Herbert Pocket as a boy, Freda Jackson - Mrs. Joe Gargery, Ivor Barnard - Mr. Wemmick, Torin Thatcher - Bentley Drummle, O. B. Clarence - The Aged Parent",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2012/01/great-expectations-1946.jpg,https://www.archive.org/download/GreatExpectations1946/GreatExpectations1946.gif,https://www.archive.org/download/GreatExpectations1946/GreatExpectations1946.ogv,https://www.archive.org/download/GreatExpectations1946/GreatExpectations1946_512kb.mp4
The Intruder (1962),Drama,1962,Roger Corman,"William Shatne - Adam Cramer, Frank Maxwell - Tom McDaniel, Beverly Lunsford - Ella McDaniel, Robert Emhardt - Verne Shipman, Leo Gordon - Sam Griffin, Charles Barnes - Joey Greene, Charles Beaumont - Mr. Paton, Katherine Smith - Ruth McDaniel",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/06/The_Intruder_1962.jpg,https://archive.org/download/shame_/Shame.gif,https://archive.org/download/shame_/Shame.ogv,https://archive.org/download/shame_/Shame_512kb.mp4
My Man Godfrey (1936),"Comedy, Romance",1936,Gregory La Cava,"William Powell - Godfrey Park, Carole Lombard - Irene Bullock, Alice Brady - Angelica Bullock, Gail Patrick - Cornelia Bullock, Eugene Pallette - Alexander Bullock, Jean Dixon - Molly, Alan Mowbray - Tommy Gray, Mischa Auer - Carlo",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/05/My-man-godfrey-1950.png,https://archive.org/download/MyManGodfrey1936/MyManGodfrey1936.gif,https://archive.org/download/MyManGodfrey1936/MyManGodfrey1936.ogv,https://archive.org/download/MyManGodfrey1936/MyManGodfrey1936_512kb.mp4
The Passion of Joan of Arc (1928),Drama,1928,Carl Theodor Dreyer,"Renee Jeanne Falconetti - Jeanne d'Arc, Eugene Silvain - Eveque Pierre Cauchon, Andre Berley - Jean d'Estivet, Maurice Schutz - Nicolas Loyseleur, Antonin Artaud - Jean Massieu, Gilbert Dalleu - Jean Lemaitre, Jean d'Yd - Nicolas de Houppeville, Louis Ravet - Jean Beaupere",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/08/the-passion-of-joan-of-arc-1928.jpg,https://archive.org/download/DreyersThePassionOfJoanOfArc/The.passion.of.joan.of.arc.gif,https://archive.org/download/DreyersThePassionOfJoanOfArc/The.passion.of.joan.of.arc.ogv,https://archive.org/download/DreyersThePassionOfJoanOfArc/The.passion.of.joan.of.arc.mp4
Tess of the Storm Country (1922),"Drama, Romance",1922,John S. Robertson,"Mary Pickford - Tessibel Skinner, Lloyd Hughes - Frederick Graves, Gloria Hope - Teola Graves, David Torrence - Elias Graves, Forrest Robinson - Orn Skinner, Jean Hersholt - Ben Letts, Danny Hoy - Ezra Longman, Robert Russell - Mr. Daniel Jordan, Gus Saville - Old Man Longman, Madame De Bodamere - Mrs. Longman",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/02/Tess_of_the_Storm_Country_1922.jpg,https://archive.org/download/TessOfTheStormCountry/Tess of the Storm Country.gif,https://archive.org/download/TessOfTheStormCountry/Tess of the Storm Country.ogv,https://archive.org/download/TessOfTheStormCountry/Tess of the Storm Country.mp4
Battleship Potemkin (1925),Drama,1925,Sergei Eisenstein,"Aleksandr Antonov — Grigory Vakulinchuk, Vladimir Barsky — Commander Golikov, Grigori Aleksandrov — Chief Officer Giliarovsky, Ivan Bobrov — I. Bobrov, Mikhail Gomorov — Militant sailor, Aleksandr Levshin — Petty Officer, N. Poltavseva — Woman with pince-nez, Konstantin Feldman — Student agitator, Beatrice Vitoldi — Woman with the baby carriage",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/11/Battleship_Potemkin_1925-e1415163238469.jpg,https://archive.org/download/BattleshipPotemkin/Battleship_Potemkin.gif,https://archive.org/download/BattleshipPotemkin/Battleship_Potemkin.ogv,https://archive.org/download/BattleshipPotemkin/Battleship_Potemkin_512kb.mp4
Intolerance (1916),Drama,1916,D. W. Griffith,"Robert Harron - The Boy, Mae Marsh - The Dear One, Fred Turner - The Dear One's father, Lillian Gish - Eternal Motherhood, Vera Lewis - Mary T. Jenkins, Josephine Crowell - Catherine de Medici, Joseph Henabery - Admiral Coligny, Constance Talmadge - Marguerite of Valois, W. E. Lawrence - Henry of Navarre, Margery Wilson - Brown Eyes, Eugene Pallette - Prosper Latour, Sam de Grasse - Mr. Jenkins, Constance Talmadge - The Mountain Girl, Elmer Clifton - The Rhapsode, Tully Marshall - High Priest of Bel-Marduk",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/12/intolerance-1916.jpg,https://archive.org/download/Intolerance/Intolerance.gif,https://archive.org/download/Intolerance/Intolerance.ogv,https://archive.org/download/Intolerance/Intolerance_512kb.mp4
Les Misérables (1935),"Drama, Romance",1935,Richard Boleslawski,"Fredric March - Jean Valjean, Charles Laughton - Inspector Émile Javert, Cedric Hardwicke - Bishop Myriel, Rochelle Hudson - Cosette, Marilyn Knowlden - Young Cosette, Florence Eldridge - Fantine, John Beal - Marius, Frances Drake - Éponine, John Carradine - Enjolras, Ferdinand Gottschalk and Jane Kerr - the Thénardiers, Vernon Downing - Brissac",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/12/les-miserables-1935.jpg,https://archive.org/download/Les_Miserables/Les_Miserables1935.gif,https://archive.org/download/Les_Miserables/Les_Miserables1935.ogv,https://archive.org/download/Les_Miserables/Les_Miserables1935.mp4
The Stranger (1946),"Drama, Mystery, Thriller",1946,Orson Welles,"Orson Welles - Franz Kindler, Edward G. Robinson - Mr. Wilson, Loretta Young - Mary Longstreet Rankin, Philip Merivale - Judge Adam Longstreet, Richard Long - Noah Longstreet, Konstantin Shayne - Konrad Meinike, Byron Keith - Dr. Jeffrey Lawrence, Billy House - Mr. Potter, Martha Wentworth - Sara",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/12/The_Stranger_1946.jpg,https://archive.org/download/TheStranger_0/The_Stranger.gif,https://archive.org/download/TheStranger_0/The_Stranger.ogv,https://archive.org/download/TheStranger_0/The_Stranger_512kb.mp4
The Testament of Dr. Mabuse (1933),Horror,1933,Fritz Lang,"Rudolf Klein-Rogge - Dr. Mabuse, Otto Wernicke - Inspector Lohmann, Karl Meixner - Detective Hofmeister, Oscar Beregi Sr. - Professor Baum, Theodor Loos - Dr. Kramm, Gustav Diessl - Thomas Kent, Wera Liessem - Lilli",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2015/02/Testament-Of-Dr-Mabuse-1933.jpg,https://archive.org/download/DasTestamentDesDr.Mabuse1933FritzLang/Das%20Testament%20des%20Dr.%20Mabuse%20%281933%2c%20Fritz%20Lang%29.gif,https://archive.org/download/DasTestamentDesDr.Mabuse1933FritzLang/Das%20Testament%20des%20Dr.%20Mabuse%20%281933%2c%20Fritz%20Lang%29.ogv,https://archive.org/download/DasTestamentDesDr.Mabuse1933FritzLang/Das%20Testament%20des%20Dr.%20Mabuse%20%281933%2c%20Fritz%20Lang%29.mp4
Vampyr (1932),Horror,1932,Carl Theodor Dreyer,"Henriette Gerard - Marguerite Chopin, Nicolas de Gunzburg - Allan Gray, Rena Mandel - Gisele, Sybille Schmitz - Leone, Jan Hieronimko - the Village Doctor, Maurice Schutz - the Lord of the Manor, Albert Bras - an Old Servant, N. Babanini - Seine Frau, Jane Mora - a Nurse, Georges Boidin - the Limping Man",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/07/Vampyr-1932.jpg,https://archive.org/download/TheCastleOfDoom1934/castledoom.gif,https://archive.org/download/TheCastleOfDoom1934/castledoom.ogv,https://archive.org/download/TheCastleOfDoom1934/castledoom.mp4
Little Lord Fauntleroy (1936),Drama,1936,John Cromwell,"Freddie Bartholomew - Lord Fauntleroy, Dolores Costello - Errol, C. Aubrey Smith - the Earl of Dorincourt, Guy Kibbee - Silas Hobbs, Henry Stephenson - Mister Havisham, Mickey Rooney - Dick Tipton, Una O'Connor - Mary, Constance Collier - Lady Constantia Lorridaile, Jackie Searl - Tom Tipton, Helen Flint - Minna Tipton, Walter Kingsford - Mister Joshua Snade, E. E. Clive - Sir Harry Lorridaile, Ivan Simpson - Reverend Mordaunt, Virginia Field - Miss Herbert, Eric Alden - Ben Tipton",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/Little-Lord-Fauntleroy-19361.jpg,https://archive.org/download/little_lord_fauntleroy/little_lord_fauntleroy.gif,https://archive.org/download/little_lord_fauntleroy/little_lord_fauntleroy.ogv,https://archive.org/download/little_lord_fauntleroy/little_lord_fauntleroy_512kb.mp4
Kansas City Confidential (1952),"Drama, Mystery",1952,Phil Karlson,"John Payne - Joe Rolfe, Coleen Gray - Helen Foster, Preston Foster - Tim Foster, Neville Brand - Boyd Kane, Lee Van Cleef - Tony Romano, Jack Elam - Pete Harris, Dona Drake - Teresa, Mario Siletti - Tomaso, Howard Negley - Andrews, Carleton Young - Martin, Don Orlando - Diaz, Ted Ryan - Morelli",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/01/kansas-city-confidential-1952.jpg,https://archive.org/download/kansascityconfidencial/kansascityconfidencial.gif,https://archive.org/download/kansascityconfidencial/kansascityconfidencial.ogv,https://archive.org/download/kansascityconfidencial/kansascityconfidencial_512kb.mp4
Metropolis (1927),"Drama, Sci-fi",1927,Fritz Lang,"Gustav Frohlich - Freder, Brigitte Helm - Maria, Alfred Abel - Joh Fredersen, Rudolf Klein-Rogge - Rotwang, Heinrich George - Grot, Fritz Rasp - The Thin Man, Theodor Loos - Josaphat, Erwin Biswanger - Georgy",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/09/Metropolis-1927.jpg,https://archive.org/download/FilmeMetropolis1927/Metropolis1927.gif,https://archive.org/download/FilmeMetropolis1927/Metropolis1927.ogv,https://archive.org/download/FilmeMetropolis1927/Metropolis1927.mp4
Topper Returns (1941),"Comedy, Mystery, Romance",1941,Roy Del Ruth,"Joan Blondell - Gail Richards, Roland Young - Cosmo Topper, Carole Landis - Ann Carrington, Billie Burke - Clara Topper, Dennis O'Keefe - Bob, Patsy Kelly - Emily, H. B. Warner - Henry Carrington, Eddie Anderson - Eddie, George Zucco - Dr. Jeris, Donald McBride - Police Sergeant Roberts, Rafaela Ottiano - Lillian, Trevor Bardette - Rama",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/Topper-Returns-1941.jpg,https://archive.org/download/Topper_Returns_41/Topper_Returns_41.gif,https://archive.org/download/Topper_Returns_41/Topper_Returns_41.ogv,https://archive.org/download/Topper_Returns_41/Topper_Returns_41_512kb.mp4
Scarlet Street (1945),Drama,1945,Fritz Lang,"Edward G. Robinson - Christopher Cross, Joan Bennett - Katherine (Kitty) March, Dan Duryea - Johnny Prince, Margaret Lindsay - Millie Ray, Jess Barker - David Janeway, Rosalind Ivan - Adele Cross, Arthur Loft - Dellarowe, Charles Kemper - Patch-eye Higgins, Russell Hicks - J.J. Hogarth, Samuel S. Hinds - Charles Pringle, Anita Sharp-Bolster - Mrs. Michaels, Vladimir Sokoloff - Pop LeJon, Cy Kendall - Nick, Tom Dillon - Policeman",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/07/scarlet-street-1945.jpg,https://archive.org/download/ScarletStreet/Scarlet_Street.gif,https://archive.org/download/ScarletStreet/Scarlet_Street.ogv,https://archive.org/download/ScarletStreet/Scarlet_Street_512kb.mp4
Seven Sinners (1936),"British, Thriller",1936,Albert de Courville,"Edmund Lowe - John Harwood, Constance Cummings - Caryl Fenton, Thomy Bourdelle - Monsieur Paul Turbé, Henry Oscar - Axel Hoyt, Felix Aylmer - Sir Charles Webber, Joyce Kennedy - Elizabeth Wentworth, O. B. Clarence - Registrar, Mark Lester - Chief Constable, Allan Jeayes - Heinrich Wagner, Anthony Holles - Reception Clerk, David Horne - Hotel Manager, Edwin Laurence - Guildhall Guide, James Harcourt - Vicar",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/06/seven-sinners-1936.jpg,https://archive.org/download/Seven_Sinners_1936/Seven_Sinners_1936.gif,https://archive.org/download/Seven_Sinners_1936/Seven_Sinners_1936.ogv,https://archive.org/download/Seven_Sinners_1936/Seven_Sinners_1936_512kb.mp4
Pygmalion (1938),"Comedy, Drama, Romance",1938,Anthony Asquith,"Leslie Howard - Professor Henry Higgins, Wendy Hiller - Eliza Doolittle, Marie Lohr - Mrs. Higgins, Wilfrid Lawson - Alfred Doolittle, Scott Sunderland - Colonel George Pickering, David Tree - Freddy Eynsford-Hill, Jean Cadell - Mrs. Pearce",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/10/Pygmalion-1938.jpg,https://archive.org/download/Pygmalion/Pygmalion.gif,https://archive.org/download/Pygmalion/Pygmalion.ogv,https://archive.org/download/Pygmalion/Pygmalion_512kb.mp4
D.O.A. (1950),"Drama, Mystery, Thriller",1950,Rudolph Maté,"Edmond O'Brien as Frank Bigelow, Pamela Britton as Paula Gibson, Luther Adler as Majak, Lynn Baggett as Mrs. Philips, William Ching as Halliday, Henry Hart as Stanley Philips, Beverly Garland as Miss Foster, Neville Brand as Chester, Laurette Luez as Marla Rakubian, Virginia Lee as Jeannie",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/03/DOA-1950.jpg,https://www.archive.org/download/doa_1949/doa_1949.gif,https://www.archive.org/download/doa_1949/doa_1949.ogv,https://www.archive.org/download/doa_1949/doa_1949_512kb.mp4
Boy! What a Girl! (1946),Comedy,1946,Arthur H. Leonard,"Tim Moore - Bumpsie, Elwood Smith - Jim Walton, Duke Williams - Harry Diggs, Alan Jackson - Mr. Cummings, Sheila Guyse - Francine Cummings, Betti Mays - Cristola Cummings, Sybil Lewis Sybil Lewis - Deborah Martin, Warren Patterson - Donaldson",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/08/boy-what-a-girl-1946.jpg,https://archive.org/download/boy_what_a_girl_ipod/boy_what_a_girl.gif,https://archive.org/download/boy_what_a_girl_ipod/boy_what_a_girl.ogv,https://archive.org/download/boy_what_a_girl_ipod/boy_what_a_girl_512kb.mp4
Romance of the Limberlost (1938),"Drama, Romance",1938,William Nigh,"Jean Parker - Laurie, Eric Linden - Wayne, Marjorie Main - Nora, Edward Pawley - Corson, Betty Blythe - Mrs. Parker, Sarah Padden - Sarah, George Cleveland - Nathan, Hollis Jewell - Chris, Guy Usher - Judge, Jean O'Neill - Ruth, Budd Buster - Fair Barker, William Gould - Lawyer, Harry Harvey - Jones, Jack Kennedy - Abner",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/10/Romance-of-the-Limberlost-1938.jpg,https://archive.org/download/Romance_of_the_Limberlost_1938/Romance_of_the_Limberlost.gif,https://archive.org/download/Romance_of_the_Limberlost_1938/Romance_of_the_Limberlost.ogv,https://archive.org/download/Romance_of_the_Limberlost_1938/Romance_of_the_Limberlost_512kb.mp4
Isn’t Life Wonderful (1924),"Drama, Romance",1924,D.W. Griffith,"Carol Dempster - Inga, Neil Hamilton - Paul, Erville Alderson - The professor, Helen Lowell - Grandmother, Marcia Harris - The aunt, Frank Puglia - Theodor, Hans Adalbert Schlettow - Leader of the Workers, Paul Rehkopf - Hungry Worker, Walter Plimmer - The American, Lupino Lane - Rudolph",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/07/isnt-life-wonderful.jpg,https://archive.org/download/IsntLifeWonderful/IsntLifeWonderful.gif,https://archive.org/download/IsntLifeWonderful/IsntLifeWonderful.ogv,https://archive.org/download/IsntLifeWonderful/IsntLifeWonderful_512kb.mp4
The Lady Vanishes (1938),"British, Comedy, Mystery, Romance, Thriller",1938,Alfred Hitchcock,"Basil Radford as Charters, Catherine Lacey as The Nun, Cecil Parker as Mr Todhunter, Charles Oliver as The Officer, Emile Boreo as Hotel Manager, Googie Withers as Blanche, Josephine Wilson as Madame Kummer, Kathleen Tremaine as Anna, Linden Travers as Mrs Todhunter, Margaret Lockwood as Iris Henderson, Mary Clare as Baroness, May Whitty as Miss Froy, Michael Redgrave as Gilbert, Naunton Wayne as Caldicott, Paul Lukas as Dr Hartz, Philip Leaver as Signor Doppo, Sally Stewart as Julie, Selma Vaz Dias as Signora Doppo",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2011/10/the-lady-vanishes-1938.jpg,https://www.archive.org/download/lady_vanishes/The_Lady_Vanishes.gif,https://www.archive.org/download/lady_vanishes/The_Lady_Vanishes.ogv,https://www.archive.org/download/lady_vanishes/The_Lady_Vanishes_512kb.mp4
Charlie Chaplin in The Vagabond (1916),Comedy,1916,Charles Chaplin,"Charles Chaplin - Saloon Violinist, Edna Purviance - Gypsy Drudge, Eric Campbell - Gypsy Chieftain, Leo White - Old Jew/Gypsy Woman, Lloyd Bacon - Artist, Charlotte Mineau - Girl's Mother, Albert Austin - Trombonist, John Rand - Trumpeter, Band Leader, James T. Kelley - Gypsy and Musician, Frank J. Coleman - Gypsy and Musician",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/08/The-Vagabond-1916.jpg,https://archive.org/download/CC_1916_07_10_TheVagabond/CC_1916_07_10_TheVagabond.gif,https://archive.org/download/CC_1916_07_10_TheVagabond/CC_1916_07_10_TheVagabond.ogv,https://archive.org/download/CC_1916_07_10_TheVagabond/CC_1916_07_10_TheVagabond.mp4
The Four Horsemen of the Apocalypse (1921),"Drama, Romance, War",1921,Rex Ingram,"Pomeroy Cannon - Madariaga, Josef Swickard - Marcelo Desnoyers, Bridgetta Clark - Dona Luisa, Rudolph Valentino - Julio Desnoyers, Virginia Warwick - Chichí, Alan Hale - Karl von Hartrott, Mabel Van Buren - Elena, Stuart Holmes - Otto von Hartrott, John St. Polis - Etienne Laurier",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2014/09/Four_Horsemen_of_the_Apocalypse_1921.jpg,https://archive.org/download/FourHorsemenOfTheApocalypse/FourHorsemenOfTheApocalypse.gif,https://archive.org/download/FourHorsemenOfTheApocalypse/FourHorsemenOfTheApocalypse.ogv,https://archive.org/download/FourHorsemenOfTheApocalypse/FourHorsemenOfTheApocalypse_512kb.mp4
Cyrano de Bergerac (1950),"Drama, Romance",1950,Michael Gordon,"José Ferrer - Cyrano de Bergerac, Mala Powers - Roxane, William Prince - Christian de Neuvillette, Morris Carnovsky - Le Bret, Ralph Clanton - Antoine, Lloyd Corrigan - Ragueneau, Virginia Farmer - Roxane's duenna, Edgar Barrier - Cardinal Richelieu, Elena Verdugo - the Orange Girl, Albert Cavens - the Viscount de Valvert, Arthur Blake - Montfleury, Don Beddoe - The Meddler, Percy Helton - Bellerose",http://d29g613ue2xlks.cloudfront.net/wp-content/uploads/2013/08/cyrano-de-bergerac-1950.jpg,https://archive.org/download/Cyrano_DeBergerac/Cyrano_De_Bergerac.gif,https://archive.org/download/Cyrano_DeBergerac/Cyrano_De_Bergerac.ogv,https://archive.org/download/Cyrano_DeBergerac/Cyrano_De_Bergerac_512kb.mp4
